common_voice_yue_40641358 可惜同嘅人手快閂咗門
common_voice_yue_39311117 我買名牌嘢畀你你又唔中意
common_voice_yue_39311118 你要一路咁堅持都得嘅
common_voice_yue_39311119 完全唔擔心
common_voice_yue_39311121 你而家自己喺度諗咁多都冇用㗎
common_voice_yue_39311170 你同女朋友可以喺摩天輪嘅入口嗰邊稍等
common_voice_yue_39311172 由你踏入成人世界嗰刻開始
common_voice_yue_39311174 唔好阻止我！
common_voice_yue_39311256 好似我噉嘅人
common_voice_yue_39311257 我知你聽到㗎
common_voice_yue_39311258 好快就見你！
common_voice_yue_39311259 到我發覺嘅時候，啲嘢已經發到咁大
common_voice_yue_39311261 邊個好食啲呢
common_voice_yue_39311308 係因為兩個大股東都撤資
common_voice_yue_39311310 泰式植入式廣告出現注意
common_voice_yue_39311311 你哋準備好玩激啲未？
common_voice_yue_39311328 你就唔好有面出現
common_voice_yue_39311331 大件事喇！
common_voice_yue_39311342 我哋捐嘅嘢都係我哋嘅
common_voice_yue_39311344 我唔想識男朋友
common_voice_yue_39311346 我早就當咗你係我屋企人喇
common_voice_yue_39311348 我估應該夠啦
common_voice_yue_39311370 我做咩嘢都冇辦法唔去諗你
common_voice_yue_39311371 我知發生咗嘅事係我錯
common_voice_yue_39311374 我本來以為你直頭唔會嚟
common_voice_yue_39311380 求下你，至少賠返少少畀我
common_voice_yue_39311382 我唔係有心笑你
common_voice_yue_39311384 件波衫邊個㗎？
common_voice_yue_39311390 全部都好食
common_voice_yue_39311391 條友個腦裝咩㗎？
common_voice_yue_39311392 已經夠你買到間新嘅靚屋
common_voice_yue_39311393 嗱，自己睇
common_voice_yue_39311394 一睇就知你冇辦法贏到呢場遊戲
common_voice_yue_39311427 一件阿爸隨心買畀我嘅禮物
common_voice_yue_39311432 我買咗藥畀你食
common_voice_yue_39311434 係留喺所有人嘅心入面
common_voice_yue_39311445 係我做得唔夠
common_voice_yue_39311504 酒後吐真言囉
common_voice_yue_39311506 但而家食都得
common_voice_yue_39311508 到第二隻手
common_voice_yue_39311519 我有得揀咩？
common_voice_yue_39311521 我好掛住你啊！
common_voice_yue_39311523 諗起應該會好好笑
common_voice_yue_39311529 一心一意？
common_voice_yue_39311533 佢唔係畀咗條手巾仔你咩？
common_voice_yue_39311536 都可以不惜一切
common_voice_yue_39311542 即係話佢邊個都唔想見啦
common_voice_yue_39311555 嗰陣我諗住你實死冇生喇
common_voice_yue_39311556 話畀我聽你見到啲咩
common_voice_yue_39311558 你今日同我道咗幾多次歉啊？
common_voice_yue_39311559 我就應承你
common_voice_yue_39311562 而我知道會有報應
common_voice_yue_39311574 停停停！停陣先
common_voice_yue_39311577 先可以逼自己同你一齊
common_voice_yue_39311578 嗰陣嘅事，我好對唔住啊
common_voice_yue_39311599 可以係朋友嚟啫
common_voice_yue_39311602 你唔信我係你嘅事
common_voice_yue_39311607 佢係最開始就知嗰堆人嚟
common_voice_yue_39311614 唔係偶然咁簡單
common_voice_yue_39311615 唔會令我輕視自己
common_voice_yue_39311617 佢點會對我有意思
common_voice_yue_39311634 我中意你！
common_voice_yue_39311637 嗯，休息下先啦，身體緊要啊
common_voice_yue_39311638 股市跌幅前所未見
common_voice_yue_39311654 做咩今日要落雨喎
common_voice_yue_39311655 剩低嘅就睇你喇
common_voice_yue_39311656 噉如果最後
common_voice_yue_39311657 但唔使擔心
common_voice_yue_39311676 我出世到而家
common_voice_yue_39311678 你而家即係唔信我啫
common_voice_yue_39311680 但係你哋有傾過？
common_voice_yue_39311698 肯定雞飛狗跳
common_voice_yue_39311699 有走音咩？
common_voice_yue_39311701 你仲煩緊佢件事，係咪？
common_voice_yue_39311715 去將你變成我生命嘅一部份
common_voice_yue_39311732 你係咪痴咗線呀？
common_voice_yue_39311734 個書架好似唔夠穏陣
common_voice_yue_39311736 你傻咗呀？
common_voice_yue_39311751 佢淨係同你講
common_voice_yue_39311754 已經冇晒收入
common_voice_yue_39311767 如果你哋贏咗
common_voice_yue_39311768 我啲指甲太短
common_voice_yue_39311770 我整過杯畀你啦
common_voice_yue_39311779 我連佢係咩人都唔知
common_voice_yue_39311781 我哋今日先會一齊
common_voice_yue_39311782 你聽唔聽到我講咩？
common_voice_yue_39311783 咁大，呢度住到幾多人
common_voice_yue_39311798 下次有咩事同我講
common_voice_yue_39311800 真係唔難整？
common_voice_yue_39311802 喂等陣等陣等陣
common_voice_yue_39311821 佢遇到好多人
common_voice_yue_39311823 佢哋得唔得㗎？
common_voice_yue_39311826 我冇着衫㗎
common_voice_yue_39311840 望咩啊你？
common_voice_yue_39311872 阿爸唔知你最近搞緊咩
common_voice_yue_39311873 你哋做乜都有人支持
common_voice_yue_39311875 我都唔想佢病
common_voice_yue_39311876 喺我隔離呢位係
common_voice_yue_39311895 你係咪冇駁水管？
common_voice_yue_39311896 最中意睇師奶劇
common_voice_yue_39311897 我啲師姐有嘢想問你
common_voice_yue_39311899 雖然佢嘅計畫有啲漏洞
common_voice_yue_39311901 叫咩名啊你？
common_voice_yue_39311913 你係噉望住你部電話
common_voice_yue_39311937 你哋跳得好核突囉
common_voice_yue_39311939 點樣有興趣法？
common_voice_yue_39311941 但我真係有畀心機做好佢
common_voice_yue_39311953 我今日照顧得佢好好啊
common_voice_yue_39311954 一個極具影響力嘅商業集團繼承人
common_voice_yue_39311955 係搞到我冇晒尊嚴嘅話
common_voice_yue_39311956 我今晚打畀你吖
common_voice_yue_39311973 我梗係要幫你㗎
common_voice_yue_39311974 當我諗返轉頭
common_voice_yue_39311975 你起唔起到身呀
common_voice_yue_39311976 呢種方式都係錯啊
common_voice_yue_39311977 我保證退呢一步
common_voice_yue_39311985 你仲要喝我！
common_voice_yue_39311986 都會諗返起嗰陣
common_voice_yue_39311987 然後就冇再見過喇？
common_voice_yue_39311996 吓？你搵我嚟排戲㗎咋？
common_voice_yue_39311998 佢成日都係噉㗎？
common_voice_yue_39312000 經濟低迷已經造成連鎖反應
common_voice_yue_39312001 都係因為想你注意我咋
common_voice_yue_39312002 我要再畀啲心機
common_voice_yue_39312012 但都可以理解到㗎嘛
common_voice_yue_39312013 問你做唔做佢條仔
common_voice_yue_39312015 我哋層樓仲未搵到買家
common_voice_yue_39312020 想唔想打？
common_voice_yue_39312032 我知你今日未食嘢㗎
common_voice_yue_39312043 你哋係咪癡線㗎！
common_voice_yue_39312046 但我又唔知佢係邊個，又唔知佢住邊
common_voice_yue_39312047 本組恕不負責
common_voice_yue_39312053 我哥醒咗點算？
common_voice_yue_39312056 每一份都係
common_voice_yue_39312057 點解你心情咁好
common_voice_yue_39312058 好似親生細佬噉照顧我
common_voice_yue_39312059 你都唔識感恩嘅
common_voice_yue_39312060 會一直喺你身邊㗎
common_voice_yue_39312062 嗱嗱嗱，呢套
common_voice_yue_39312083 佢飛咗去外國喇
common_voice_yue_39312084 想皮膚好似你咁好
common_voice_yue_39312085 唔係喎，你點知㗎？
common_voice_yue_39312087 大到噉啊？
common_voice_yue_39312093 我一路過嚟
common_voice_yue_39312099 我冇啱呢啲場合嘅衫
common_voice_yue_39312102 你真係想好似噉破壞晒所有嘢？
common_voice_yue_39312103 哇，你睇下！
common_voice_yue_39312119 我都會去試
common_voice_yue_39312120 純粹擔心我啲朋友啫
common_voice_yue_39312121 噉呢張相點樣流出㗎？
common_voice_yue_39312125 我哋都係冇證據
common_voice_yue_39312139 地震都震唔醒㗎喇
common_voice_yue_39312141 我自己都相信
common_voice_yue_39312142 唔係話你差
common_voice_yue_39312149 我就要扮係你女朋友，然後令佢呷醋？
common_voice_yue_39312152 講埋先啦！
common_voice_yue_39312163 你諗住對我做咩？
common_voice_yue_39312164 又食埋啲垃圾食物
common_voice_yue_39312166 我幾多年冇喺人哋面前喊過啊
common_voice_yue_39312172 就算我爭取完最後乜都改變唔到
common_voice_yue_39312174 今日你想要幾多個袋？
common_voice_yue_39312176 就會越危險
common_voice_yue_39312178 保證你一試就中意
common_voice_yue_39312183 完全抵返晒
common_voice_yue_39312185 件事唔係你諗噉㗎
common_voice_yue_39312186 你想講咩？
common_voice_yue_39312187 好好哋溝通
common_voice_yue_39312188 我叫你靜啲
common_voice_yue_39312190 好開心見到你
common_voice_yue_39312201 但我真心尊敬佢
common_voice_yue_39312202 你留喺度好好照顧住佢
common_voice_yue_39312203 你繼續玩你部電話啦
common_voice_yue_39312204 仲有你做咩事啊？
common_voice_yue_39312205 我已經返唔到轉頭再扮追你
common_voice_yue_39312206 佢最近搵多咗幾份工
common_voice_yue_39312207 唔知驚？
common_voice_yue_39312208 梗係得啦，家姐
common_voice_yue_39312209 去一陣㗎咋
common_voice_yue_39312212 各位，使唔使我幫手啊？
common_voice_yue_39312214 噉我唔想講啊
common_voice_yue_39312229 我聽到晒你哋講嘅嘢
common_voice_yue_39312231 頭髮又唔梳下
common_voice_yue_39312232 但係你知唔知啊
common_voice_yue_39312233 準備好輸波未啊？
common_voice_yue_39312244 你叫工人遲啲買都得啦
common_voice_yue_39312246 泰式植入廣告
common_voice_yue_39312247 你哋搞得掂㗎
common_voice_yue_39312248 點解我唔做得啊？
common_voice_yue_39312249 信一個人係幾咁冒險
common_voice_yue_39312257 我會好鍾意囉
common_voice_yue_39312260 我哋返去！
common_voice_yue_39312262 我打畀邊個啊？
common_voice_yue_39312264 唔好開心住啊
common_voice_yue_39312267 你哋無端端分手
common_voice_yue_39312283 我係咪要表現到好心痛？
common_voice_yue_39312284 阿爸唔喺屋企㗎
common_voice_yue_39312295 好似袋住道護身符噉保護住我啊
common_voice_yue_39312296 點先可以打低你
common_voice_yue_39312298 停手，呢度發生咩事？
common_voice_yue_39312304 但都係噉啦
common_voice_yue_39312308 噉我就失陪先
common_voice_yue_39319217 如果我唔噉做
common_voice_yue_39319218 但好似我哋呢啲人
common_voice_yue_39319220 所以又係因為條粉腸？
common_voice_yue_39319255 遇到心上人喎？
common_voice_yue_39319259 你知唔知咩嚟？
common_voice_yue_39319262 我梗係記得
common_voice_yue_39319263 係咪有咩誤會？
common_voice_yue_39319265 你唔開心咩？
common_voice_yue_39319272 佢控制你呀？
common_voice_yue_39319273 但呢行真係好好搵
common_voice_yue_39319274 噉你諗住點做？
common_voice_yue_39319277 梗係指我自己
common_voice_yue_39319294 如果你哋有咩唔滿意我會再同佢講
common_voice_yue_39319314 我叫你試下做嘅所有文件
common_voice_yue_39319316 阿爸，唔使擔心
common_voice_yue_39319322 如果你唔鐘意咁多人
common_voice_yue_39319325 噉都唔得咩？
common_voice_yue_39319326 又會有咁多問題
common_voice_yue_39319334 點解你咁嬲啫
common_voice_yue_39319335 你本紀念冊仲喺唔喺手？
common_voice_yue_39319338 邊個想要就隨便攞
common_voice_yue_39319339 唔知佢之後又會唔會遇到咩事
common_voice_yue_39319357 係我成世人最開心嘅時間
common_voice_yue_39319371 係咪打啊？
common_voice_yue_39319375 你唔開門，就我開㗎喇
common_voice_yue_39319386 朋友都冇情講
common_voice_yue_39319412 我真係好需要你支持
common_voice_yue_39319417 就算我只係識咗嗰個女仔冇耐
common_voice_yue_39319430 去食啲嘢啦
common_voice_yue_39319444 應該係你自己，你明嘛？
common_voice_yue_39319470 佢哋就要踩上門收啊
common_voice_yue_39319471 佢話佢會令我改變心意喎
common_voice_yue_39319500 你咁快就憎咗佢
common_voice_yue_39319533 我想喺你度攞到愛
common_voice_yue_39319536 我忍唔住笑係因為
common_voice_yue_39319538 有我喺度你唔使驚
common_voice_yue_39319549 件事背後應該有啲嘢
common_voice_yue_39319551 然後呢種情緒越放越大
common_voice_yue_39319565 但仲有一樣嘢我想同你講
common_voice_yue_39319589 我首先要同你講，我會補償返晒所有嘢
common_voice_yue_39319590 你又做咩啊
common_voice_yue_39319603 佢畀咗幾多錢你？
common_voice_yue_39319605 唔使你理啊！搞掂你自己先啦！
common_voice_yue_39319638 我個頭痛痛
common_voice_yue_39319640 同埋多謝所有慰問我嘅人
common_voice_yue_39319653 叫你哋唔好再打啊！
common_voice_yue_39319676 你點搵都搵唔到條片㗎
common_voice_yue_39319678 就會再問你
common_voice_yue_39319680 先唔係你講嘅噉！
common_voice_yue_39319683 今次佢點都會醒返，再同你喺埋一齊
common_voice_yue_39319699 我有啲嘢想問下你哋啊
common_voice_yue_39319700 當佢話佢一定會愛上我
common_voice_yue_39319702 如果唔係就嘥氣
common_voice_yue_39319720 我識講泰文㗎
common_voice_yue_39319723 美好嘅未來會一直等待住大家
common_voice_yue_39319732 突然決定離開家鄉泰國，跳出舒適圈
common_voice_yue_39319743 然後你就會問我今日點樣
common_voice_yue_39319755 喂！你啊！
common_voice_yue_39319775 你冇嘢啊嘛？
common_voice_yue_39319776 今次阿媽你真係做得太過份喇
common_voice_yue_39319778 不過由佢啦
common_voice_yue_39319794 點啫依家？
common_voice_yue_39319797 但有個做教育部部長嘅世叔伯
common_voice_yue_39319820 班有錢人嘅生活啊
common_voice_yue_39319826 做咩啫，係要搞我耳仔！
common_voice_yue_39319838 你跟佢去？
common_voice_yue_39319839 你冷靜啲先
common_voice_yue_39319851 我係指接受你啊老友
common_voice_yue_39319852 我又唔係幾想囉
common_voice_yue_39319854 無論你走得幾遠
common_voice_yue_39319866 應該離開嘅人
common_voice_yue_39319867 但係你對我嚟講好重要
common_voice_yue_39319876 我求下你，你唔好走啦
common_voice_yue_39319881 都唔知咩人嚟㗎
common_voice_yue_39319882 我為啱啱發生嘅事向大家道歉
common_voice_yue_39319889 如果繼續係噉落去
common_voice_yue_39319890 我機票都訂咗
common_voice_yue_39319897 如果我到時彈唔到就真係喊出嚟啊
common_voice_yue_39319899 你嗰邊點啊？
common_voice_yue_39319908 嗰個係廣告嚟㗎咋
common_voice_yue_39319912 唔係開善堂
common_voice_yue_39319913 我肯定佢會喺足球場開片
common_voice_yue_39319919 我部電話壞咗吖嘛
common_voice_yue_39319931 佢唔制，係咪？
common_voice_yue_39319946 佢係咪追過你啊？
common_voice_yue_39319947 但我係用嚟愛你嘅
common_voice_yue_39601846 如果你哋唔想去醫院
common_voice_yue_39601852 唔使怕醜㗎，講真
common_voice_yue_39601854 我知你嚇親
common_voice_yue_39601891 嚟吖嚟吖嚟吖
common_voice_yue_39601893 邊度都係！
common_voice_yue_39601904 睇唔到咩？
common_voice_yue_39601907 全部人一齊跳啦
common_voice_yue_39601912 我一早做咗決定
common_voice_yue_39601927 你夠晒得意㗎啦
common_voice_yue_39601928 不過我應該要多少少時間先開到下一次直播
common_voice_yue_39601929 你講咩我都會聽㗎
common_voice_yue_39601930 如果我哋唔理解佢哋
common_voice_yue_39601938 我做咩要搏你懵？
common_voice_yue_39601939 做佢條仔實係三生有幸
common_voice_yue_39601947 好，佢要去，係咪？
common_voice_yue_39601948 我真係好想陪住佢同攬實佢
common_voice_yue_39601950 我一定要知道件事係邊個搞出嚟嘅
common_voice_yue_39601953 點呀，女？
common_voice_yue_39601954 我想問你啲嘢
common_voice_yue_39601960 你哋喺度做緊乜啊？
common_voice_yue_39601964 睇下我哋有幾唔一樣呀
common_voice_yue_39601968 我哋會竭盡所能
common_voice_yue_39601971 唔好行開啊
common_voice_yue_39601977 任何人都會鍾意佢
common_voice_yue_39601978 啲師兄姐送你嚟呢度
common_voice_yue_39601979 等我去幫手買
common_voice_yue_39601980 你會唔會有啲咩辦法搵到佢？
common_voice_yue_39601981 就越係見到
common_voice_yue_39601995 離開呢度啦
common_voice_yue_39602008 所有為我做嘅嘢
common_voice_yue_39602010 擔心人你就叻喇！
common_voice_yue_39602019 我先意識到我有幾愛佢
common_voice_yue_39602021 邊個捨得放你一個人返去
common_voice_yue_39602056 我唔鍾意食甜野
common_voice_yue_39602058 擺返好佢啦
common_voice_yue_39602059 最後發現佢就係個王子
common_voice_yue_39602086 我就要請你離開
common_voice_yue_39602118 我都唔知我哋應該點做
common_voice_yue_39602119 仲有最重要嘅係
common_voice_yue_39602121 明啦係咪？
common_voice_yue_39602122 你尋晚斷咗片
common_voice_yue_39602145 噉我咪變返以前噉囉
common_voice_yue_39602146 但當初係你飛我㗎喎
common_voice_yue_39602152 我會留喺嗰邊拼搏一段長時間
common_voice_yue_39602170 我唔記得你啱啱先進入呢個社交媒體嘅世界
common_voice_yue_39602191 我都唔想件事會變到噉
common_voice_yue_39602193 就算你已經大個咗
common_voice_yue_39602195 佢？唔係唔係唔係
common_voice_yue_39602202 你唔會再獨自去對抗
common_voice_yue_39602204 喂咁趕去邊喎
common_voice_yue_39602222 你要做咩？
common_voice_yue_39602224 你都仲唔承認！
common_voice_yue_39602226 點得返嚟㗎？
common_voice_yue_39602230 你覺得我應該點做
common_voice_yue_39602248 停！停！叫你停低！
common_voice_yue_39602249 都係唔好講佢好啲
common_voice_yue_39602250 可能醒唔起我係邊個
common_voice_yue_39602265 應該都冇人會理啦！
common_voice_yue_39602267 你得唔得㗎？
common_voice_yue_39602269 用咗一百分心機整㗎
common_voice_yue_39602284 你喺度諗緊咩啊？
common_voice_yue_39602285 收咗佢啦！
common_voice_yue_39602286 如果我有男朋友，你先要覺得可惜
common_voice_yue_39602294 直到我哋親眼睇到結果之前
common_voice_yue_39602295 你真係打算喺度生活，係咪？
common_voice_yue_39602302 下次開都得啦
common_voice_yue_39602313 唔好再屈埋喺個心度喇
common_voice_yue_39602315 我而家明喇
common_voice_yue_39602325 如果我哋冇咗個場我會內疚
common_voice_yue_39602332 喂！係我㗎！唔食得都係我㗎！
common_voice_yue_39602367 噉我要點證明你先信啊？
common_voice_yue_39602368 唔好爭啊咁多位
common_voice_yue_39602369 呢啲整唔死我㗎
common_voice_yue_39602394 如果你做得好
common_voice_yue_39602416 點解呀？發生咗咩事？
common_voice_yue_39602417 好鞋會帶你去好嘅地方？
common_voice_yue_39602418 同佢哋行得好埋啊！
common_voice_yue_39602440 應該要趁佢細個嗰陣教好佢啲泰文
common_voice_yue_39602444 輸波就認輸啦你
common_voice_yue_37075367 唔知大陸講嘅社團，香港點講呢
common_voice_yue_37132946 咁啱撞到咁巧
common_voice_yue_37558364 字典唔限都冇幾多啦
common_voice_yue_37558378 點解我下載遊戲咁慢嘅？
common_voice_yue_37558380 游水都係，個頭又笠住
common_voice_yue_37655271 有乜嘢唔同嘅？
common_voice_yue_37655346 原來你咁鍾意傭兵
common_voice_yue_37655453 不過都會盡力參與
common_voice_yue_37680298 我估我知佢好多嘢，但未係全部
common_voice_yue_31939379 反正冇咩人要手寫
common_voice_yue_31939544 公司管理，水準不可想像
common_voice_yue_31939551 發畀我得冇
common_voice_yue_31944716 講呢啲冇意義。而家係要敦促佢改正，而唔係聽佢講點解
common_voice_yue_31944826 唔完全係。用於教育作用嘅話，我希望佢哋學到嘅嘢可以學以致用
common_voice_yue_31944845 我知你學校唔似得屋企噉
common_voice_yue_33421624 老陳從院長變成學長啊，呢算不算猛猛降級
common_voice_yue_33504937 阿生你講緊邊個呢？
common_voice_yue_33529546 我建議係將現有問題整理起身
common_voice_yue_38910249 噉陣間入面見啦
common_voice_yue_39337313 行開啲啦你
common_voice_yue_39337365 佢一定係踢緊波
common_voice_yue_39337391 之後會發生咩事
common_voice_yue_39337410 梗有啦家姐
common_voice_yue_39337434 今日一定要玩盡佢
common_voice_yue_39337439 自己架車自己揸返啦
common_voice_yue_39337485 捉住佢！唔知咩嘢嚟㗎！
common_voice_yue_39337494 全部都係因我而起
common_voice_yue_39337514 你只要陪啲客摸下酒杯底
common_voice_yue_39337520 你點知我中意飲呢個㗎？
common_voice_yue_39337532 佢搞邊科啊？
common_voice_yue_39337533 星星之火可以燎原
common_voice_yue_39337569 如果你由得件事噉
common_voice_yue_39337571 你食埋啲噉嘅嘢
common_voice_yue_39337634 噉會係啲咩人呢？
common_voice_yue_39337651 我都冇做啲咩違法事
common_voice_yue_39337695 你不如自己揸車返去先啦？
common_voice_yue_39337697 哦，唔算咪唔算
common_voice_yue_39337854 我都想好似佢噉
common_voice_yue_39337856 我唔係偷啊
common_voice_yue_39337900 我好樂意啊
common_voice_yue_39337926 我仲未同你道歉啊
common_voice_yue_39337948 你望咩呢？
common_voice_yue_39338046 練到你做到職業球員為止
common_voice_yue_39338093 亦都揸唔定主意
common_voice_yue_39338144 淨係我哋屋企嘅情況都夠晒麻煩喇
common_voice_yue_39352003 所以拉咗我去街市買餸
common_voice_yue_39352014 都幾得意但唔係
common_voice_yue_39352032 好痛啊！睇下我個傷口！
common_voice_yue_39352078 瞓多五分鐘啦
common_voice_yue_31578963 尤其係你哋間房嘅嘢
common_voice_yue_31579314 換畫嘅速度快到好似佢揭譜咁快
common_voice_yue_31753726 係啊，我好多嘢唔識
common_voice_yue_31753813 過咗一分鐘都冇
common_voice_yue_31753892 唔好意思成日都打錯字
common_voice_yue_31784786 又新開一個群？
common_voice_yue_31784793 都係回覆唔到
common_voice_yue_31804518 澳洲準備做嘢，發出警告
common_voice_yue_31221961 主要係為咗喺外接鍵盤用五筆
common_voice_yue_31795005 你發嘅地址錯咗
common_voice_yue_40121377 幫你執嘢囉！你先係啊，喺度做乜啊？
common_voice_yue_39119370 講到今日商界嘅頭條新聞
common_voice_yue_39198120 你想做嘅嘢？
common_voice_yue_39513028 你做咗啲咩嚟搞到中毒？
common_voice_yue_39513047 佢係咪中意咗你？
common_voice_yue_39513235 你去睇下吖
common_voice_yue_39513241 我唔知佢想喺天台講啲咩
common_voice_yue_39515782 如果你哋真係咁得閒嘅
common_voice_yue_39516103 我驚如果我認真咁學
common_voice_yue_39516121 就喺啱啱啊
common_voice_yue_39520289 佢都就嚟畢業喇
common_voice_yue_39520897 有人話要見你
common_voice_yue_39520941 邊度報名啊？
common_voice_yue_39521383 一齊聽下大佬點講
common_voice_yue_40687973 我好細個嗰陣
common_voice_yue_40687975 入學校做嘢，八點就開波
common_voice_yue_40687977 估咗去邊先
common_voice_yue_40687978 我都整咗朱古力俾男朋友
common_voice_yue_40687989 有冇人今日有收花食朱古力？
common_voice_yue_40687991 靚仔大隻哥哥嚟，可能想由冇經驗變有
common_voice_yue_40687992 佢欺騙你感情
common_voice_yue_40687993 叔叔真人版喎
common_voice_yue_40688021 買完之後就疫情取消咗
common_voice_yue_40688033 定係我記錯
common_voice_yue_40688034 去幾個鐘廁所都唔會無人知
common_voice_yue_40688036 你一定啦，其他幾個因爲我見個名少出現
common_voice_yue_40688054 噉我試下啲菜先
common_voice_yue_40688055 不過度度都係噉
common_voice_yue_40688066 佢殺完人仲咁冷靜企喺度
common_voice_yue_40688071 啱你喎認真
common_voice_yue_40699034 你鬼鬼鼠鼠係度做乜嘢
common_voice_yue_40699055 但係撈得好掂噉喎，咁多廣告拍
common_voice_yue_40699057 一生一世永不分離
common_voice_yue_40699065 全女班就會猛講是非
common_voice_yue_40699067 我哋嘅人生同你哋唔同
common_voice_yue_40699078 你有冇日日做
common_voice_yue_39104383 希望你哋喺呢度聽到四邑話唔會覺得奇怪
common_voice_yue_39198463 而你應該去搵一個襯得起你嘅人
common_voice_yue_40654430 而家冇嘞冇嘞
common_voice_yue_40654466 介紹返咩遊戲嚟
common_voice_yue_40654467 嗯，當然可以
common_voice_yue_40654469 睇到個節目啲片衝擊我嘅視覺同價值觀
common_voice_yue_40654493 可能係交更啩
common_voice_yue_40656586 我今日要練成日呀
common_voice_yue_40656587 而家黃雨
common_voice_yue_40656588 你家陣用緊嗰個係咩樣
common_voice_yue_40656589 平安吖嘛
common_voice_yue_40656590 半工讀已經好勁
common_voice_yue_40658369 仲有咩都唔理愛自己生活嘅更多！
common_voice_yue_40658373 但唔好開心得咁早啊
common_voice_yue_40658480 將拉柴呢個詞寫落報紙版面咁過癮
common_voice_yue_40658481 日間先考慮掛八號
common_voice_yue_40658484 跟住頭先喺機場拎嘢出嚟再講多次
common_voice_yue_40658485 你哋認為尋找快樂嘅兩個要素係咩
common_voice_yue_40659338 喺我心入面
common_voice_yue_40659341 唔係刻板印象
common_voice_yue_40659345 好似菲律賓姐姐笑譚仔姐姐廣東話唔正噉
common_voice_yue_40659346 點解中國仲要封成噉
common_voice_yue_40659397 一早起身就好冷凍
common_voice_yue_40659399 你係都要噉下話？
common_voice_yue_40659400 不過我唔肯定
common_voice_yue_40661573 你仲返緊中大上堂？
common_voice_yue_40661574 唔想做鐵鏈女
common_voice_yue_40661578 問過意大利人嬲唔嬲未
common_voice_yue_40661671 但我喺佢身上睇到希望
common_voice_yue_40661672 八號波係有人出門口追風啊睇戲之類
common_voice_yue_40661673 我開演唱會啲飛賣好貴喎
common_voice_yue_40661719 一時三刻諗唔到有咩地方係做到宣傳效果
common_voice_yue_40661783 捉實我你就唔會跌啦
common_voice_yue_40661816 你好叻即刻諗到例子
common_voice_yue_40661818 成日殺空氣
common_voice_yue_40677114 每日都喺度上網吹水，浪費人生
common_voice_yue_40677115 但係英譯中咪仲麻煩
common_voice_yue_40677158 粵拼嗰個？
common_voice_yue_40677159 嚟生家陣唔紅嚕
common_voice_yue_40677161 定係佢其實唔捨得，想保留返同個女仔嘅對話
common_voice_yue_40677169 如果對你嚟講咁遙不可及，你就唔好舂個頭埋去
common_voice_yue_40677196 邊有樣睇
common_voice_yue_40677197 我都覺得好苦惱，有時真係趕時間，但喺街食都會被人望
common_voice_yue_40699555 平時朋友吹水，有時都會討論正字或者正音？
common_voice_yue_40699556 太攰都唔代表睡眠質素好喎
common_voice_yue_40699580 點解咁驚唔想俾女朋友睇到？
common_voice_yue_40699583 係咩驅使你咁愛返工啊？
common_voice_yue_40699832 好多時蛋糕都冇
common_voice_yue_40699833 繼續講下廢話先
common_voice_yue_40699834 冇個會出到街
common_voice_yue_40699866 現場啲人睇到啲旗都冇走吖
common_voice_yue_40699867 無，但係屋主年中會有幾次警鐘誤鳴，講真都幾煩
common_voice_yue_40699868 行將就木
common_voice_yue_40699881 就算香港地都不嬲畀人話係人口販賣中轉地，都係冇人信
common_voice_yue_40699883 有夢想係好事嚟嘅
common_voice_yue_40699902 唔知會唔會好多香港真係有需要嘅人買唔到
common_voice_yue_40699905 只要廁所門口影到佢做過咩就死梗
common_voice_yue_40699907 係真係做奴隸噉做，入勞改營噉
common_voice_yue_40699926 粵拼票數過半好明顯代表性唔夠
common_voice_yue_40700988 咪住先，珍珠奶茶麻婆豆腐係兩樣嘢嚟定撈埋一齊
common_voice_yue_40700989 本身要去灰窰角街，好理所當然噉行咗去柴灣角街
common_voice_yue_40700997 我鄉下就喺香港
common_voice_yue_40701002 好似部份學校會
common_voice_yue_40706517 雖然係少深
common_voice_yue_40706865 我架巴士到喇
common_voice_yue_40706866 二百蚊港紙
common_voice_yue_40706878 唔關事，小朋友要求係兩針
common_voice_yue_40706882 搞掂未啊妹釘，行啦
common_voice_yue_40706960 噉臭魚對你嚟講應該冇問題
common_voice_yue_40707343 康城業主多得佢唔少
common_voice_yue_40708344 一啲都唔難估
common_voice_yue_40708630 我唔記得咗帶防曬出嚟
common_voice_yue_40708678 我都多謝你
common_voice_yue_40708679 雖然我屋企都好似係
common_voice_yue_40708696 唔係講笑，香港連聾會都可以唔安排傳譯俾聾人，搞到被人告
common_voice_yue_40717135 噉親密唔係得摸一個方法嘅
common_voice_yue_40717164 就唔會再係咁開心㗎喇
common_voice_yue_40717167 學習語言首先需要嘅係真愛
common_voice_yue_40717183 請問你哋有冇送外賣呢
common_voice_yue_40717198 呢輪爆單嘢真係估唔到仲咁多人買
common_voice_yue_40717203 呢輪收到好多你係咪阿邊個有隻貓要俾人啊？
common_voice_yue_40717382 飲咗幾多呀？
common_voice_yue_40717387 但總之我通常都一覺瞓到天光
common_voice_yue_40724334 炒蛋係咩事捧住個飯盒噉？
common_voice_yue_40724366 唔同諗法咪唔出聲
common_voice_yue_40724409 覺得都冇啲人講得咁恐怖
common_voice_yue_40724412 睇下一陣玩咩
common_voice_yue_40724454 你聽日帶我細佬行學校吖
common_voice_yue_40724457 實力緊都搶唔到飛咁點搞？
